Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2022,County,Santa Barbara,Behavioral Wellness,Psychiatrist,FALSE,FALSE,,257296,294016,,244258,0,0,38784,283042,11282,0,0,31713,42995,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,224766,21261,0,35280,281307,11282,0,0,24594,35876,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Sheriffs Deputy,FALSE,FALSE,,90956,109980,,100525,163107,0,16310,279942,44794,0,0,34844,79638,3% @ 50,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Psychiatrist,FALSE,FALSE,,257296,294016,,265753,0,0,12565,278318,11282,0,0,18187,29469,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Team/Project Leader-Battalion Chief Shift,FALSE,FALSE,,89958,131878,,159183,95520,0,23146,277849,62255,0,385,11352,73992,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,130981,133775,0,11847,276603,50820,0,0,13301,64121,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Staff,FALSE,FALSE,,113196,136367,,124150,128065,0,21605,273820,52884,0,0,20327,73211,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,238177,0,0,35280,273457,61160,0,0,9228,70388,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,114064,146180,0,11847,272091,50818,0,0,28363,79181,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Staff,FALSE,FALSE,,113196,136367,,116205,118937,0,32045,267187,58507,0,0,28360,86867,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Staff,FALSE,FALSE,,113196,136367,,126500,118320,0,22160,266980,33953,0,0,12403,46356,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Psychiatrist,FALSE,FALSE,,257296,294016,,252474,0,0,13771,266245,11282,0,0,30945,42227,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician Supervisor,FALSE,FALSE,,238202,272106,,251068,0,0,13613,264681,59499,0,0,12020,71519,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Equipment Operator Supervisor,FALSE,FALSE,,118560,142919,,128456,117731,0,18322,264509,53962,0,0,22560,76522,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,131860,120308,0,11847,264015,50821,0,0,10520,61341,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,236760,0,0,24856,261616,11282,0,0,12096,23378,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,224485,0,0,36780,261265,61495,0,0,24704,86199,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician Supervisor,FALSE,FALSE,,238202,272106,,249059,0,0,12113,261172,59164,0,0,13878,73042,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Staff,FALSE,FALSE,,113196,136367,,120852,110111,0,30160,261123,54202,0,0,24063,78265,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Counsel,Department/Corporate Leader-Attorney/Physician,FALSE,FALSE,,203100,299148,,247630,0,0,12584,260214,58578,0,0,2000,60578,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Team/Project Leader-Battalion Chief Staff,FALSE,FALSE,,125936,184623,,140281,96806,0,21716,258803,59533,0,369,23436,83338,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician Supervisor,FALSE,FALSE,,238202,272106,,232926,242,0,24749,257917,11282,0,0,30161,41443,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,218231,16143,0,23356,257730,58496,0,0,31048,89544,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,116096,128947,0,11847,256890,50819,0,0,28363,79182,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Psychiatrist,FALSE,FALSE,,257296,294016,,256170,0,0,0,256170,11282,0,0,29187,40469,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Team/Project Leader-Battalion Chief Shift,FALSE,FALSE,,89958,131878,,152581,80781,0,22691,256053,60431,0,373,12802,73606,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Defender,Department/Corporate Leader-Attorney/Physician,FALSE,FALSE,,203100,299148,,246166,0,0,8584,254750,11284,0,0,15768,27052,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,District Attorney,Department/Corporate Leader-Attorney,TRUE,FALSE,,203100,299148,,248483,0,0,6084,254567,57239,0,0,12020,69259,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,106364,136814,0,10988,254166,31551,0,0,28363,59914,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,228554,0,0,24856,253410,58831,0,0,20714,79545,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,115784,125420,0,11847,253051,50821,0,0,28439,79260,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Executive Leader-Sheriff,TRUE,FALSE,,188400,277193,,244493,0,0,6084,250577,91889,0,0,0,91889,3% @ 50,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Staff,FALSE,FALSE,,99066,119117,,120666,102694,0,23122,246482,47453,0,0,10424,57877,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,219992,0,0,26084,246076,11291,0,0,12096,23387,2% @ 62,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Staff,FALSE,FALSE,,113196,136367,,119065,101170,0,25771,246006,53882,0,0,28363,82245,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Staff,FALSE,FALSE,,99066,119117,,115631,107485,0,21860,244976,31780,0,0,15420,47200,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Team/Project Leader-Battalion Chief Shift,FALSE,FALSE,,89958,131878,,128434,95524,0,20968,244926,57243,0,242,28363,85848,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,118944,97775,0,27212,243931,51747,0,0,25567,77314,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,129126,100114,0,11847,241087,50823,0,0,15436,66259,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,229584,0,0,11431,241015,11282,0,0,19272,30554,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Team/Project Leader-Battalion Chief Shift,FALSE,FALSE,,89958,131878,,168261,44524,0,27954,240739,69139,0,404,10348,79891,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,214975,0,0,24856,239831,11282,0,0,34048,45330,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Team/Project Leader-Battalion Chief Shift,FALSE,FALSE,,89958,131878,,143080,73178,0,22468,238726,59836,0,369,21063,81268,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Shift,FALSE,FALSE,,70764,85080,,117069,110204,0,10449,237722,44425,0,0,10442,54867,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Auditor-Controller,Department/Corporate Leader-Elected,TRUE,FALSE,,170000,249825,,230900,0,0,6084,236984,52949,0,0,10524,63473,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Chief Deputy Sheriff,FALSE,FALSE,Extra Help,187843,227194,,223377,1273,0,11994,236644,36797,0,0,0,36797,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,FALSE,FALSE,,95453,115467,,101871,121663,0,12990,236524,46299,0,0,34757,81056,3% @ 50,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,134139,78558,0,23550,236247,54883,0,0,10352,65235,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,131641,92706,0,11847,236194,50823,0,0,12797,63620,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,District Attorney,Assistant Department Leader-Attorney/Physician,FALSE,FALSE,,191439,282308,,233940,0,0,2246,236186,37757,0,40,11728,49525,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,115860,95249,0,23800,234909,57021,0,0,28363,85384,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sbc Employee Retirement System,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,228286,0,0,6084,234370,56128,0,0,27548,83676,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,133821,87943,0,11847,233611,50825,0,0,0,50825,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Counsel,Assistant Department Leader-Attorney/Physician,FALSE,FALSE,,191439,282308,,231091,0,0,2434,233525,11287,0,0,12878,24165,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Executive Office,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,224843,0,0,8584,233427,11290,0,0,12096,23386,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Team/Project Leader-Battalion Chief Shift,FALSE,FALSE,,89958,131878,,134541,78184,0,19275,232000,59190,0,269,23627,83086,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,129531,90554,0,11847,231932,50824,0,0,12878,63702,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Equipment Operator,FALSE,FALSE,,108586,130743,,128302,88239,0,15179,231720,48829,0,0,10707,59536,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Firefighter Shift,FALSE,FALSE,,64309,77214,,88182,121556,0,21261,230999,44376,0,0,28560,72936,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician Supervisor,FALSE,FALSE,,238202,272106,,194862,14288,0,21360,230510,50166,0,0,17927,68093,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,FALSE,FALSE,,95453,115467,,102596,114319,0,12598,229513,46299,0,0,18004,64303,3% @ 50,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,115199,102160,0,11903,229262,50824,0,0,29363,80187,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Social Services,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,223114,0,0,6084,229198,11289,0,0,22114,33403,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Works,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,222593,0,0,6084,228677,51144,0,0,10524,61668,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Shift,FALSE,FALSE,,70764,85080,,103520,110568,0,10449,224537,29738,0,0,24063,53801,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,123442,77860,0,23169,224471,54697,0,0,21063,75760,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Shift,FALSE,FALSE,,70764,85080,,97838,116183,0,10449,224470,44425,0,0,29114,73539,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Executive Office,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,218176,0,0,6084,224260,54546,0,0,30248,84794,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Treasurer-Tax Collector-Public,Department/Corporate Leader-Elected,TRUE,FALSE,,170000,249825,,217680,0,0,6084,223764,52447,0,0,21187,73634,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,131530,80289,0,11847,223666,50825,0,0,12874,63699,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Health,Staff Physician,FALSE,FALSE,,224846,256784,,210148,442,0,11475,222065,11290,0,0,10557,21847,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,District Attorney,Program/Business Leader-Attorney,FALSE,FALSE,,156605,230395,,221569,0,0,0,221569,49544,0,533,10520,60597,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,117749,91728,0,11847,221324,50824,0,0,26814,77638,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Shift,FALSE,FALSE,,70764,85080,,114709,83881,0,22403,220993,32466,0,0,12802,45268,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Counsel,Program/Business Leader-Attorney,FALSE,FALSE,,156605,230395,,215968,0,0,5000,220968,50177,0,527,9896,60600,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Clerk-Recorder-Assessor,Department/Corporate Leader-Elected,TRUE,FALSE,,170000,249825,,214841,0,0,6084,220925,52417,0,0,24704,77121,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Sheriffs Sergeant,FALSE,FALSE,,107900,130659,,116738,95331,0,8075,220144,50113,0,0,34844,84957,3% @ 50,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Shift,FALSE,FALSE,,70764,85080,,97062,112142,0,10449,219653,44426,0,0,28363,72789,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Team/Project Leader-Battalion Chief Shift,FALSE,FALSE,,89958,131878,,141979,57173,0,19410,218562,58850,0,370,22356,81576,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Counsel,Program/Business Leader-Attorney,FALSE,FALSE,,156605,230395,,218550,0,0,0,218550,11292,0,531,12878,24701,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Captain Shift,FALSE,FALSE,,80850,97402,,131612,74840,0,11903,218355,50826,0,0,12878,63704,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Staff,FALSE,FALSE,,99066,119117,,106612,90744,0,20816,218172,30665,0,0,20661,51326,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Custody Sergeant,FALSE,FALSE,,91562,110714,,83524,128673,0,5965,218162,24800,0,0,36344,61144,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Behavioral Wellness,Psychiatrist,FALSE,FALSE,,257296,294016,,217544,0,0,0,217544,11292,0,0,31142,42434,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Public Defender,Assistant Department Leader-Attorney/Physician,FALSE,FALSE,,191439,282308,,214748,0,0,2434,217182,11292,0,0,14846,26138,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Community Services,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,210840,0,0,6084,216924,11295,0,0,0,11295,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Department/Corporate Leader-Fire,FALSE,FALSE,,170000,249825,,210369,0,0,6084,216453,36804,0,0,34048,70852,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Shift,FALSE,FALSE,,70764,85080,,96996,97144,0,22230,216370,32003,0,0,28560,60563,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,General Services,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,210095,0,0,6084,216179,11295,0,0,0,11295,N/A,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Firefighter Staff,FALSE,FALSE,,90039,108091,,89462,98581,0,27882,215925,30335,0,0,27260,57595,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,County Executive Office,Department/Corporate Leader-Executive,FALSE,FALSE,,170000,249825,,209743,0,0,6084,215827,36170,0,0,22224,58394,2% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Sheriff,Sheriffs Helicopter Pilot,FALSE,FALSE,,103278,125023,,113866,83913,0,17729,215508,19351,0,0,23704,43055,2.7% @ 57,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
2022,County,Santa Barbara,Fire,Fire Engineering Inspector Shift,FALSE,FALSE,,70764,85080,,112977,91879,0,10449,215305,44427,0,0,14293,58720,3% @ 55,https://www.countyofsb.org/225/Human-Resources,440557,6/27/2023,Santa Barbara,,TRUE,
